Barcode	Description	Asset Number	Manufacturer	Model Number	Serial Number	Facility	Storage Location	Storage Bin Qty	Out Bin Qty	Out To	Date Out	Due Date	Funding Source	Account	Status	In Service Date	Classification	Type	Miscellaneous
RI563	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1239.0 (AMPAM) (Responsible: Unassigned)	12/17/2018					12/17/2018	HAND HELD TOOLS	REAMER	
RI564	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1239.0 (AMPAM) (Responsible: Unassigned)	12/17/2018					12/17/2018	HAND HELD TOOLS	REAMER	
RI565	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1173.0 (AMPAM) (Responsible: Unassigned)	1/2/2019					1/2/2019	HAND HELD TOOLS	REAMER	
RI566	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1173.0 (AMPAM) (Responsible: Unassigned)	1/2/2019					1/2/2019	HAND HELD TOOLS	REAMER	
RI568	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1210.0 (AMPAM) (Responsible: Unassigned)	1/11/2019					1/11/2019	HAND HELD TOOLS	REAMER	
RI569	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1210.0 (AMPAM) (Responsible: Unassigned)	1/11/2019					1/11/2019	HAND HELD TOOLS	REAMER	
RI570	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1210.0 (AMPAM) (Responsible: Unassigned)	1/11/2019					1/11/2019	HAND HELD TOOLS	REAMER	
RI571	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1210.0 (AMPAM) (Responsible: Unassigned)	1/11/2019					1/11/2019	HAND HELD TOOLS	REAMER	
RI572	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1220.0 (AMPAM) (Responsible: Unassigned)	1/16/2019					1/16/2019	HAND HELD TOOLS	REAMER	
RI573	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1220.0 (AMPAM) (Responsible: Unassigned)	1/16/2019					1/16/2019	HAND HELD TOOLS	REAMER	
RI574	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1220.0 (AMPAM) (Responsible: Unassigned)	1/16/2019					1/16/2019	HAND HELD TOOLS	REAMER	
RI575	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1220.0 (AMPAM) (Responsible: Unassigned)	1/16/2019					1/16/2019	HAND HELD TOOLS	REAMER	
RI576	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1220.0 (AMPAM) (Responsible: Unassigned)	1/16/2019					1/16/2019	HAND HELD TOOLS	REAMER	
RI577	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1094.0 (AMPAM) (Responsible: Unassigned)	1/31/2019					1/31/2019	HAND HELD TOOLS	REAMER	
RI578	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1094.0 (AMPAM) (Responsible: Unassigned)	1/31/2019					1/31/2019	HAND HELD TOOLS	REAMER	
RI579	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1292.0 (AMPAM) (Responsible: Unassigned)	1/29/2019					1/29/2019	HAND HELD TOOLS	REAMER	
RI580	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1232.0 (AMPAM) (Responsible: Unassigned)	1/31/2019					1/31/2019	HAND HELD TOOLS	REAMER	
RI581	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1232.0 (AMPAM) (Responsible: Unassigned)	1/31/2019					1/31/2019	HAND HELD TOOLS	REAMER	
RI582	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1232.0 (AMPAM) (Responsible: Unassigned)	1/31/2019					1/31/2019	HAND HELD TOOLS	REAMER	
RI583	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1232.0 (AMPAM) (Responsible: Unassigned)	1/31/2019					1/31/2019	HAND HELD TOOLS	REAMER	
RI584	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1232.0 (AMPAM) (Responsible: Unassigned)	1/31/2019					1/31/2019	HAND HELD TOOLS	REAMER	
RI585	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1232.0 (AMPAM) (Responsible: Unassigned)	1/31/2019					1/31/2019	HAND HELD TOOLS	REAMER	
RI586	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1220.0 (AMPAM) (Responsible: Unassigned)	2/26/2019					2/26/2019	HAND HELD TOOLS	REAMER	
RI587	REAMER 1/2"-2"		RIDGID	227.S		AMPAM	SOCAL (AMPAM)			1220.0 (AMPAM) (Responsible: Unassigned)	2/26/2019					2/26/2019	HAND HELD TOOLS	REAMER	
RK001	HAND GAS SAW 14"		MAKITA	EK7651H		AMPAM	SOCAL (AMPAM)			1174.0 (AMPAM) (Responsible: Unassigned)	1/3/2018					6/17/2017	POWER TOOLS	HAND GAS SAW	
RR001	CORZAN GROOVER		WHEELER REX	6950		AMPAM	SOCAL (AMPAM)			MIKE TOWER SERVICE VAN (AMPAM) (Responsible: Unassigned)	11/14/2016					11/14/2016	HAND HELD TOOLS	GROOVER	
RT001	RATCHET THREADER		RIDGID	30118		AMPAM	SOCAL (AMPAM)			1200.0 (AMPAM) (Responsible: Unassigned)	11/29/2018					12/15/2016	HAND HELD TOOLS	RATCHET SNAP CUTTER	
RW001	COMBINATION ROTARY MACHINE		ROPER WHITNEY	622		AMPAM	SOCAL (AMPAM)			JULIO GONZALEZ (AMPAM) (Responsible: Unassigned)	1/16/2018					9/8/2017	POWER TOOLS	COMBINATION MACHINE	
RW002	COMBINATION ROTARY MACHINE		ROPER WHITNEY	622	04/18	AMPAM	SOCAL (AMPAM)			JULIO GONZALEZ (AMPAM) (Responsible: Unassigned)	5/24/2018					5/23/2018	POWER TOOLS	COMBINATION MACHINE	
SC001	SEWER CAMERA		RIDGID	48113	157-007435	AMPAM	SOCAL (AMPAM)			CARLOS ALVARADO SD SERVICE VAN (AMPAM) (Responsible: Unassigned)	11/22/2016					10/10/2016	MISC	FUSION MACHINE	
SD01	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD164601011	AMPAM	SOCAL (AMPAM)			1112.0 (AMPAM) (Responsible: Unassigned)	3/21/2018					3/13/2018	POWER TOOLS	ROTO HAMMER	
SD02	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD164601013	AMPAM	SOCAL (AMPAM)			1245.0 (AMPAM) (Responsible: Unassigned)	3/13/2018					3/13/2018	POWER TOOLS	ROTO HAMMER	
SD03	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD164601010	AMPAM	SOCAL (AMPAM)			1197.0 (AMPAM) (Responsible: Unassigned)	4/11/2018					3/16/2018	POWER TOOLS	ROTO HAMMER	
SD04	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD164601004	AMPAM	SOCAL (AMPAM)			1153.0 (AMPAM) (Responsible: Unassigned)	3/28/2018					3/27/2018	POWER TOOLS	ROTO HAMMER	
SD05	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD173100179	AMPAM	SOCAL (AMPAM)			1216.0 (AMPAM) (Responsible: Unassigned)	4/9/2018					3/27/2018	POWER TOOLS	ROTO HAMMER	
SD07	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD173100178	AMPAM	SOCAL (AMPAM)			FAB YARD (AMPAM) (Responsible: Unassigned)	2/19/2019					3/27/2018	POWER TOOLS	ROTO HAMMER	
SD08	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD164601492	AMPAM	SOCAL (AMPAM)			1150.0 (AMPAM) (Responsible: Unassigned)	5/4/2018					3/27/2018	POWER TOOLS	ROTO HAMMER	
SD09	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD173100180	AMPAM	SOCAL (AMPAM)			1249.0 (AMPAM) (Responsible: Unassigned)	5/16/2018					3/27/2018	POWER TOOLS	ROTO HAMMER	
SD10	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD180100300	AMPAM	SOCAL (AMPAM)			1151.0 (AMPAM) (Responsible: Unassigned)	5/16/2018					5/7/2018	POWER TOOLS	ROTO HAMMER	
SD11	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD180300343	AMPAM	SOCAL (AMPAM)			1215.0 (AMPAM) (Responsible: Unassigned)	5/16/2018					5/5/2018	POWER TOOLS	ROTO HAMMER	
SD12	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD180300101	AMPAM	SOCAL (AMPAM)			1105.0 (AMPAM) (Responsible: Unassigned)	5/16/2018				Lost	5/5/2018	POWER TOOLS	ROTO HAMMER	
SD13	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD180300104	AMPAM	SOCAL (AMPAM)			1137.0 (AMPAM) (Responsible: Unassigned)	5/24/2018					5/5/2018	POWER TOOLS	ROTO HAMMER	
SD14	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD180300340	AMPAM	SOCAL (AMPAM)			1088.0FINISH (AMPAM) (Responsible: Unassigned)	5/29/2018					5/5/2018	POWER TOOLS	ROTO HAMMER	
SD15	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD180300341	AMPAM	SOCAL (AMPAM)			1105.0 (AMPAM) (Responsible: Unassigned)	6/5/2018					5/5/2018	POWER TOOLS	ROTO HAMMER	
SD16	SDS ROTO PLUS W/ SHROUD		MILWAUKEE	5263-21	C59AD173900797	AMPAM	SOCAL (AMPAM)			1199.0 (AMPAM) (Responsible: Unassigned)	1/11/2019					6/19/2018	POWER TOOLS	ROTO HAMMER	
SD17	SDS ROTO PLUS W/ SHROUD		MILWAUKEE	5263-21	C59AD180600139	AMPAM	SOCAL (AMPAM)			1180.0 (AMPAM) (Responsible: Unassigned)	6/19/2018					6/5/2018	POWER TOOLS	ROTO HAMMER	
SD18	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD180600140	AMPAM	SOCAL (AMPAM)			1270.0 (AMPAM) (Responsible: Unassigned)	6/28/2018					6/5/2018	POWER TOOLS	ROTO HAMMER	
SD19	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD180600141	AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	7/3/2018					6/5/2018	POWER TOOLS	ROTO HAMMER	
SD20	SDS ROTO PLUS		MILWAUKEE	5263-21	C5ad180300102	AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	7/3/2018					6/5/2018	POWER TOOLS	ROTO HAMMER	
SD21	SDS ROTO PLUS		MILWAUKEE	5263-21	CA59AD173900791	AMPAM	SOCAL (AMPAM)									7/9/2018	POWER TOOLS	ROTO HAMMER	
SD22	SDS ROTO PLUS		MILWAUKEE	5263-21	c59ad15050479	AMPAM	SOCAL (AMPAM)			1157.0 (AMPAM) (Responsible: Unassigned)	7/9/2018					7/9/2018	POWER TOOLS	ROTO HAMMER	
SD23	SDS ROTO PLUS		MILWAUKEE	5263-20	C59AD180600107	AMPAM	SOCAL (AMPAM)			1157.0 (AMPAM) (Responsible: Unassigned)	7/10/2018					7/10/2018	POWER TOOLS	ROTO HAMMER	
SD25	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD163600288	AMPAM	SOCAL (AMPAM)			1174.0 (AMPAM) (Responsible: Unassigned)	7/13/2018					7/12/2018	POWER TOOLS	ROTO HAMMER	
SD26	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD180600114	AMPAM	SOCAL (AMPAM)			1152.0 (AMPAM) (Responsible: Unassigned)	7/13/2018					7/12/2018	POWER TOOLS	ROTO HAMMER	
SD28	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD171800356	AMPAM	SOCAL (AMPAM)			1173.0 (AMPAM) (Responsible: Unassigned)	8/8/2018					7/12/2018	POWER TOOLS	ROTO HAMMER	
SD29	SDS ROTO PLUS		MILWAUKEE	5263-21	C59A180600108	AMPAM	SOCAL (AMPAM)			1173.0 (AMPAM) (Responsible: Unassigned)	8/8/2018					7/12/2018	POWER TOOLS	ROTO HAMMER	
SD30	SDS ROTO PLUS		MILWAUKEE	5263-21	C59A164602032	AMPAM	SOCAL (AMPAM)			1174.0 (AMPAM) (Responsible: Unassigned)	8/15/2018					7/12/2018	POWER TOOLS	ROTO HAMMER	
SD31	1-1/8 SDS ROTO PLUS		MILWAUKEE	5268-21	f82bd174400524	AMPAM	SOCAL (AMPAM)			1264.0 (AMPAM) (Responsible: Unassigned)	2/7/2019					7/18/2018	POWER TOOLS	ROTO HAMMER	
SD32	1-1/8 SDS ROTO PLUS		MILWAUKEE	5268-21	f82cd181001341	AMPAM	SOCAL (AMPAM)			1157.0 (AMPAM) (Responsible: Unassigned)	7/18/2018					7/18/2018	POWER TOOLS	ROTO HAMMER	
SD33	1-1/8 SDS ROTO PLUS		MILWAUKEE	5268-21	F82CD181001262	AMPAM	SOCAL (AMPAM)			1157.0 (AMPAM) (Responsible: Unassigned)	8/3/2018					8/3/2018	POWER TOOLS	ROTO HAMMER	
SD34	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD181500301	AMPAM	SOCAL (AMPAM)									8/15/2018	POWER TOOLS	ROTO HAMMER	
SD36	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD182000466	AMPAM	SOCAL (AMPAM)			1105.0 (AMPAM) (Responsible: Unassigned)	8/22/2018					8/22/2018	POWER TOOLS	ROTO HAMMER	
SD37	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD182000472	AMPAM	SOCAL (AMPAM)			1198.0 (AMPAM) (Responsible: Unassigned)	8/23/2018					8/23/2018	POWER TOOLS	ROTO HAMMER	
SD38	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD182000473	AMPAM	SOCAL (AMPAM)			1228.0 (AMPAM) (Responsible: Unassigned)	8/23/2018					8/23/2018	POWER TOOLS	ROTO HAMMER	
SD39	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD182000493	AMPAM	SOCAL (AMPAM)			1210.0 (AMPAM) (Responsible: Unassigned)	8/29/2018					8/29/2018	POWER TOOLS	ROTO HAMMER	
SD40	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD182000495	AMPAM	SOCAL (AMPAM)			1215.0 (AMPAM) (Responsible: Unassigned)	9/25/2018					9/5/2018	POWER TOOLS	ROTO HAMMER	
SD41	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD182000474	AMPAM	SOCAL (AMPAM)			1163.0 (AMPAM) (Responsible: Unassigned)	9/27/2018					9/5/2018	POWER TOOLS	ROTO HAMMER	
SD43	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD182000494	AMPAM	SOCAL (AMPAM)			1207.0 (AMPAM) (Responsible: Unassigned)	10/29/2018					9/5/2018	POWER TOOLS	ROTO HAMMER	
SD44	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD182900395	AMPAM	SOCAL (AMPAM)			1216.0 (AMPAM) (Responsible: Unassigned)	11/8/2018					10/9/2018	POWER TOOLS	ROTO HAMMER	
SD45	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD182900341	AMPAM	SOCAL (AMPAM)			1137.0 (AMPAM) (Responsible: Unassigned)	12/4/2018					10/9/2018	POWER TOOLS	ROTO HAMMER	
SD47	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD182900342	AMPAM	SOCAL (AMPAM)			1239.0 (AMPAM) (Responsible: Unassigned)	1/31/2019					10/9/2018	POWER TOOLS	ROTO HAMMER	
SD48	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD182900343	AMPAM	SOCAL (AMPAM)			1137.0 (AMPAM) (Responsible: Unassigned)	1/31/2019					10/9/2018	POWER TOOLS	ROTO HAMMER	
SD49	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD18401116	AMPAM	SOCAL (AMPAM)			1137.0 (AMPAM) (Responsible: Unassigned)	1/31/2019					1/31/2019	POWER TOOLS	ROTO HAMMER	
SD50	SDS ROTO PLUS		MILWAUKEE	5263-21	C59AD184101114	AMPAM	SOCAL (AMPAM)			1273.0 (AMPAM) (Responsible: Unassigned)	3/1/2019					3/1/2019	POWER TOOLS	ROTO HAMMER	
SF002	ELECTRIC FAN		ULINE			AMPAM	SOCAL (AMPAM)									4/17/2018	MISC	ELECTRIC FAN	
SF01	SOCKET FUSION MACHINE		GEORG FISCHER	4 SW		AMPAM	SOCAL (AMPAM)			1202.0 VALENTIN (AMPAM) (Responsible: Unassigned)	1/10/2019					5/1/2017	MISC	FUSION MACHINE	
SL01	25-26' ELECT SCISSOR LIFT NARROW		GENIE	GS2632	GS3211A-96490	AMPAM	SOCAL (AMPAM)			1151.0 (AMPAM) (Responsible: Unassigned)	12/4/2018					11/6/2017	EQUIPMENT	HEAVY EQUIPMENT	
SL02	25-26' ELECT SCISSOR LIFT NARROW		GENIE	GS2632	GS3211A-96446	AMPAM	SOCAL (AMPAM)			1155.0 (AMPAM) (Responsible: Unassigned)	11/6/2017					11/6/2017	EQUIPMENT	HEAVY EQUIPMENT	
SL03	25-26' ELECT SCISSOR LIFT NARROW		GENIE	GS2632	GS3211A-96456	AMPAM	SOCAL (AMPAM)			1245.0 (AMPAM) (Responsible: Unassigned)	10/29/2018					11/6/2017	EQUIPMENT	HEAVY EQUIPMENT	
SL04	25-26' ELECT SCISSOR LIFT NARROW		GENIE	GS2632	GS3208-93361	AMPAM	SOCAL (AMPAM)			1137.0 (AMPAM) (Responsible: Unassigned)	12/12/2017					12/6/2017	EQUIPMENT	HEAVY EQUIPMENT	
SL05	25-26' ELECT SCISSOR LIFT NARROW		GENIE	GS2632	GS3208-93369	AMPAM	SOCAL (AMPAM)			1137.0 (AMPAM) (Responsible: Unassigned)	12/12/2017					12/6/2017	EQUIPMENT	HEAVY EQUIPMENT	
SL06	25-26' ELECT SCISSOR LIFT NARROW		GENIE	GS2632	GS3208-93870	AMPAM	SOCAL (AMPAM)			1216.0 (AMPAM) (Responsible: Unassigned)	2/19/2019					12/6/2017	EQUIPMENT	HEAVY EQUIPMENT	
SL07	30-33' ELECT SCISSOR LIFT		JLG	3246ES	200107295	AMPAM	SOCAL (AMPAM)			1245.0 (AMPAM) (Responsible: Unassigned)	3/13/2019					1/16/2018	EQUIPMENT	HEAVY EQUIPMENT	
SL08	30-33' ELECT SCISSOR LIFT		GENIE	GS3246	GS4605-76387	AMPAM	SOCAL (AMPAM)			1130.0 (AMPAM) (Responsible: Unassigned)	12/3/2018				Out for Maint.	1/23/2018	EQUIPMENT	HEAVY EQUIPMENT	
SL09	19' ELECTRIC SCISSOR LIFT		GENIE	GS1930	GS3013A-117969	AMPAM	SOCAL (AMPAM)			1180.0 (AMPAM) (Responsible: Unassigned)	9/4/2018					8/2/2018	EQUIPMENT	HEAVY EQUIPMENT	
SL12	19' ELECT SCISSOR LIFT		GENIE	GS1930	GS3012A-117852	AMPAM	SOCAL (AMPAM)			1198.0 (AMPAM) (Responsible: Unassigned)	10/18/2018					10/18/2018	EQUIPMENT	HEAVY EQUIPMENT	
SL13	19' ELECT SCISSOR LIFT		GENIE	GS1930	GS3012A-111462	AMPAM	SOCAL (AMPAM)			1215.0 (AMPAM) (Responsible: Unassigned)	10/18/2018					10/18/2018	EQUIPMENT	HEAVY EQUIPMENT	
SL14	19' ELEC SCISSOR LIFT		JLG	1930ES	0200182828	AMPAM	SOCAL (AMPAM)			1198.0 (AMPAM) (Responsible: Unassigned)	12/3/2018					12/3/2018	EQUIPMENT	HEAVY EQUIPMENT	
SL15	19' ELEC SCISSOR LIFT		GENIE	GS1930	GS3011A-102033	AMPAM	SOCAL (AMPAM)			1239.0 (AMPAM) (Responsible: Unassigned)	12/3/2018					12/3/2018	EQUIPMENT	HEAVY EQUIPMENT	
SL16	19' ELECT SCISSOR LIFT NARROW		GENIE	GS1930	GS3012A-111472	AMPAM	SOCAL (AMPAM)			1163.0 (AMPAM) (Responsible: Unassigned)	2/28/2019					2/28/2019	EQUIPMENT	HEAVY EQUIPMENT	
SL17	19' ELECT SCISSOR LIFT NARROW		GENIE	GS1930	GS3012A-111439	AMPAM	SOCAL (AMPAM)			1197.0 (AMPAM) (Responsible: Unassigned)	2/28/2019					2/28/2019	EQUIPMENT	HEAVY EQUIPMENT	
SN016	PIPE PULLER		IPS	P0412	21504185	AMPAM	SOCAL (AMPAM)			1173.0 (AMPAM) (Responsible: Unassigned)	12/5/2018					7/5/2016	MISC	PIPE PULLER	
TC 005	TRASH/ SCRAP CART		ULINE			AMPAM	SOCAL (AMPAM)			1085.0 (AMPAM) (Responsible: Unassigned)	11/18/2016				Lost	11/18/2016	CART/ DOLLY	TRASH BUGGY	
TC 013	UTILITY CART		RUBBERMAID	4500-88		AMPAM	SOCAL (AMPAM)			1124.0 (AMPAM) (Responsible: Unassigned)	6/18/2018					6/13/2017	CART/ DOLLY	TRASH BUGGY	
TC001	TRASH/ SCARP CART		ULINE			AMPAM	SOCAL (AMPAM)			1174.0 (AMPAM) (Responsible: Unassigned)	4/26/2018					7/22/2016	CART/ DOLLY	TRASH BUGGY	
TC002	TRASH/ SCRAP CART		ULINE			AMPAM	SOCAL (AMPAM)								Lost	7/22/2016	CART/ DOLLY	TRASH BUGGY	
TC004	TRASH/ SCRAP CART		ULINE			AMPAM	SOCAL (AMPAM)			1245.0 (AMPAM) (Responsible: Unassigned)	8/13/2018					9/6/2016	CART/ DOLLY	TRASH BUGGY	
TC005	TRASH/ SCRAP CART		ULINE			AMPAM	SOCAL (AMPAM)			1124.0 (AMPAM) (Responsible: Unassigned)	11/28/2017					9/6/2016	CART/ DOLLY	TRASH BUGGY	
TC006	TRASH/ SCRAP CART		ULINE			AMPAM	SOCAL (AMPAM)			1085.0 (AMPAM) (Responsible: Unassigned)	11/18/2016				Lost	11/18/2016	CART/ DOLLY	TRASH BUGGY	
TC007	TRASH/ SCRAP CART		ULINE			AMPAM	SOCAL (AMPAM)			1105.0 (AMPAM) (Responsible: Unassigned)	3/1/2019					1/5/2017	CART/ DOLLY	TRASH BUGGY	
TC009	TRASH/ SCRAP CART		ULINE	H-4185		AMPAM	SOCAL (AMPAM)			1228.0 (AMPAM) (Responsible: Unassigned)	10/12/2018					2/2/2017	CART/ DOLLY	TRASH BUGGY	
TC010	TRASH/ SCRAP CART		ULINE	H-4185		AMPAM	SOCAL (AMPAM)			1100.0 (AMPAM) (Responsible: Unassigned)	9/11/2017					2/2/2017	CART/ DOLLY	TRASH BUGGY	
TC011	TRASH/ SCRAP CART		ULINE	H-4185		AMPAM	SOCAL (AMPAM)			1116.0 (AMPAM) (Responsible: Unassigned)	4/24/2018					3/9/2017	CART/ DOLLY	TRASH BUGGY	
TC012	TRASH/ SCRAP CART		ULINE	H-4185		AMPAM	SOCAL (AMPAM)			1097.0 (AMPAM) (Responsible: Unassigned)	3/9/2017				Lost	3/9/2017	CART/ DOLLY	TRASH BUGGY	
TC013	TRASH/ SCRAP CART		ULINE	H-4185		AMPAM	SOCAL (AMPAM)			1102.0 (AMPAM) (Responsible: Unassigned)	3/17/2017				Lost	3/17/2017	CART/ DOLLY	TRASH BUGGY	
TC014	UTILITY CART		RUBBERMAID	4500-88		AMPAM	SOCAL (AMPAM)			1173.0 (AMPAM) (Responsible: Unassigned)	8/27/2018					6/13/2017	CART/ DOLLY	TRASH BUGGY	
TC015	UTILITY CART		RUBBERMAID	4500-88		AMPAM	SOCAL (AMPAM)			MECHANIC ROOM (AMPAM) (Responsible: Unassigned)	10/30/2018					6/13/2017	CART/ DOLLY	TRASH BUGGY	
TC016	TRASH/ SCRAP CART		ULINE	H-4185		AMPAM	SOCAL (AMPAM)			1105.0 (AMPAM) (Responsible: Unassigned)	2/22/2019					10/13/2017	CART/ DOLLY	TRASH BUGGY	
TC017	STEEL CART		ULINE	H-2558		AMPAM	SOCAL (AMPAM)			1155.0 (AMPAM) (Responsible: Unassigned)	11/11/2017					11/11/2017	CART/ DOLLY	ALUM APPLIANCE DOLLY	
TC018	STEEL CART		ULINE	H-2558		AMPAM	SOCAL (AMPAM)			1155.0 (AMPAM) (Responsible: Unassigned)	11/11/2017					11/11/2017	CART/ DOLLY	ALUM APPLIANCE DOLLY	
TC019	TRASH/ SCRAP CART		ULINE	H-4185		AMPAM	SOCAL (AMPAM)			1292.0 (AMPAM) (Responsible: Unassigned)	1/28/2019					12/26/2017	CART/ DOLLY	TRASH BUGGY	
TC020	TRASH/ SCRAP CART		ULINE	H-4185		AMPAM	SOCAL (AMPAM)			1174.0 (AMPAM) (Responsible: Unassigned)	1/10/2018					1/10/2018	CART/ DOLLY	TRASH BUGGY	
TC021	TRASH/ SCRAP CART		ULINE	H-4185		AMPAM	SOCAL (AMPAM)			1130.0 (AMPAM) (Responsible: Unassigned)	2/2/2018					2/2/2018	CART/ DOLLY	TRASH BUGGY	
TC022	TRASH/ SCRAP CART		ULINE	H-4185		AMPAM	SOCAL (AMPAM)			1228.0 (AMPAM) (Responsible: Unassigned)	8/29/2018					8/29/2018	CART/ DOLLY	TRASH BUGGY	
TC023	TRASH/ SCRAP CART		ULINE	H-4185		AMPAM	SOCAL (AMPAM)			1228.0 (AMPAM) (Responsible: Unassigned)	8/29/2018					8/29/2018	CART/ DOLLY	TRASH BUGGY	
TC024	TRASH/ SCRAP CART		ULINE	H-4185		AMPAM	SOCAL (AMPAM)			1228.0 (AMPAM) (Responsible: Unassigned)	8/29/2018					8/29/2018	CART/ DOLLY	TRASH BUGGY	
TC025	TRASH/ SCRAP CART		ULINE	H-4185		AMPAM	SOCAL (AMPAM)			1216.0 (AMPAM) (Responsible: Unassigned)	2/26/2019					2/26/2019	CART/ DOLLY	TRASH BUGGY	
TC026	TRASH/ SCRAP CART		ULINE	H-4185		AMPAM	SOCAL (AMPAM)			1105.0 (AMPAM) (Responsible: Unassigned)	2/26/2019					2/26/2019	CART/ DOLLY	TRASH BUGGY	
TL01	TRIMBLE NAVIGATOR		TRIMBLE	RTS873		AMPAM	SOCAL (AMPAM)									1/22/2018	MISC	NAVIGATOR	
UF004	BODY HARNESS KIT W/ LANYARD					AMPAM	SOCAL (AMPAM)								Lost	2/28/2018	SAFETY	FALL PROCTECTION	
UF005	BODY HARNESS w/ LANYARD		MILLER	T4500		AMPAM	SOCAL (AMPAM)			JOSE NAVARRO (AMPAM) (Responsible: Unassigned)	5/24/2018					5/24/2018	SAFETY	FALL PROCTECTION	
UF006	BODY HARNESS					AMPAM	SOCAL (AMPAM)			1152.0 (AMPAM) (Responsible: Unassigned)	6/20/2018					6/20/2018	SAFETY	FALL PROCTECTION	
UF007	BODY HARNESS		MILLER		T4500UAK	AMPAM	SOCAL (AMPAM)			1204.0 (AMPAM) (Responsible: Unassigned)	7/16/2018				Lost	7/16/2018	SAFETY	FALL PROCTECTION	
VA048	2" CORE BIT		HILTI	XCHANGE		AMPAM	SOCAL (AMPAM)			1142.0 (AMPAM) (Responsible: Unassigned)	6/4/2018					6/15/2017	BITS	CORE BITS	
VA050	2" CORE BIT		HILTI			AMPAM	SOCAL (AMPAM)			1155.0 (AMPAM) (Responsible: Unassigned)	8/14/2017					8/11/2017	BITS	CORE BITS	
VA054	2" CORE BIT		HILTI			AMPAM	SOCAL (AMPAM)			1142.0 (AMPAM) (Responsible: Unassigned)	6/4/2018					1/23/2018	BITS	CORE BITS	
